analysis_group,row_index,user_id,congruency,target_label,flanker_label,committed_winner,model_correct,commitment_step,commitment_time_s,pred_rt_s,target_state_at_commitment,strongest_wrong_state_at_commitment,target_minus_wrong_at_commitment,first_meaningful_step,first_meaningful_leader,first_meaningful_leader_wrong,any_wrong_leader_before_commitment,wrong_state_peak_before_commitment,distance_wrong_peak_to_threshold,precommit_reversal_step,precommit_reversal_time_s,trajectory_class,postcommit_target_recovery,postcommit_target_recovery_step,postcommit_recovery_delay_s,early_target_minus_flanker_input,rt_outcome_class,target_state_peak_before_commitment,early_target_evidence,early_flanker_evidence
young_20_29,25911,4790,incongruent,3,2,3,True,27,0.27,0.9185147011545189,0.1219492182135582,0.08937274664640427,0.03257647156715393,0,2,True,True,0.10148319602012634,0.018516803979873653,14,0.14,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.15148921310901642,SLOW CORRECT,0.12001314014196396,0.39048153162002563,0.5419707298278809
young_20_29,118517,2918,incongruent,0,1,0,True,11,0.11,0.5966456746503863,0.12904199957847595,0.1098870038986206,0.019154995679855347,0,1,True,True,0.11003674566745758,0.009963254332542415,6,0.06,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,0.16895776987075806,FAST CORRECT,0.12401168793439865,0.9346736073493958,0.7657159566879272
young_20_29,4627,2553,congruent,0,0,0,True,5,0.05,0.693113069733842,0.13137726485729218,0.08341217041015625,0.047965094447135925,0,0,False,False,0.09682679176330566,0.02317320823669433,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12521974742412567,1.5167888402938843,1.5167888402938843
young_20_29,14760,2918,congruent,3,3,3,True,7,0.07,0.6651209528250775,0.12642155587673187,0.08020322024822235,0.04621833562850952,0,3,False,False,0.09688499569892883,0.023115004301071163,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12287178635597229,1.206101417541504,1.206101417541504
young_20_29,112562,2918,congruent,2,2,2,True,6,0.06,0.5376996771765725,0.12834952771663666,0.07886514067649841,0.049484387040138245,0,2,False,False,0.09625174105167389,0.023748258948326106,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12400353699922562,1.3397941589355469,1.3397941589355469
young_20_29,109283,2918,congruent,3,3,3,True,3,0.03,0.3216313159893519,0.13431617617607117,0.08513106405735016,0.04918511211872101,0,3,False,False,0.09588417410850525,0.024115825891494747,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12528055906295776,2.0350000858306885,2.0350000858306885
young_20_29,72023,2918,congruent,0,0,0,True,4,0.04,0.6075031289564476,0.12693160772323608,0.08525464683771133,0.04167696088552475,0,0,False,False,0.09668039530515671,0.023319604694843288,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12094374746084213,1.5612409114837646,1.5612409114837646
young_20_29,52065,3875,congruent,0,0,0,True,4,0.04,0.4054007672812137,0.12586230039596558,0.08586382865905762,0.03999847173690796,0,0,False,False,0.09681136161088943,0.02318863838911056,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.1201259195804596,1.5294663906097412,1.5294663906097412
young_20_29,1939,2918,congruent,3,3,3,True,4,0.04,0.372137647380836,0.12606219947338104,0.08431213349103928,0.041750065982341766,0,3,False,False,0.09644772112369537,0.023552278876304622,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12034261226654053,1.5377763509750366,1.5377763509750366
young_20_29,82041,2918,congruent,2,2,2,True,5,0.05,0.4262765431283472,0.12938204407691956,0.0804850310087204,0.04889701306819916,0,2,False,False,0.09621962904930115,0.023780370950698848,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12398797273635864,1.4793751239776611,1.4793751239776611
young_20_29,99809,2918,congruent,0,0,0,True,2,0.02,0.4625708699052561,0.13265714049339294,0.08876712620258331,0.04389001429080963,0,0,False,False,0.09606508910655975,0.023934910893440242,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12083538621664047,2.315402030944824,2.315402030944824
young_20_29,137332,5675,incongruent,1,0,1,True,35,0.35000000000000003,0.6832399005103201,0.1232578232884407,0.06662985682487488,0.056627966463565826,0,0,True,True,0.09950753301382065,0.020492466986179347,9,0.09,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,0.004630974028259516,FAST CORRECT,0.12109089642763138,0.27732473611831665,0.27269378304481506
young_20_29,80201,5675,incongruent,2,0,2,True,26,0.26,0.8301455735216903,0.12199775129556656,0.07310573011636734,0.04889202117919922,0,0,True,True,0.10259559005498886,0.017404409945011134,11,0.11,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.07521935552358627,FAST CORRECT,0.1200326681137085,0.44515976309776306,0.5203791260719299
young_20_29,119001,2918,incongruent,1,3,1,True,10,0.1,0.6078725412786412,0.1245104968547821,0.10587706416845322,0.018633432686328888,0,1,False,False,0.10577113181352615,0.014228868186473842,-1,,DIRECT CORRECT,False,,,0.31857165694236755,FAST CORRECT,0.12155168503522873,0.9897912740707397,0.6712195873260498
young_20_29,10505,2553,congruent,3,3,3,True,5,0.05,0.43831025161278236,0.1245080754160881,0.08219581842422485,0.04231225699186325,0,3,False,False,0.0965161919593811,0.023483808040618892,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12006118148565292,1.352504014968872,1.352504014968872
young_20_29,20581,899,incongruent,3,2,3,True,22,0.22,0.6132366969601376,0.12438299506902695,0.09297657757997513,0.03140641748905182,0,2,True,True,0.10565122961997986,0.014348770380020137,14,0.14,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.22516445815563202,FAST CORRECT,0.12152361124753952,0.4258187711238861,0.6509832143783569
young_20_29,90941,2918,incongruent,0,3,0,True,27,0.27,0.4166653890834066,0.1247076615691185,0.09278374165296555,0.031923919916152954,0,0,False,False,0.0996265858411789,0.0203734141588211,-1,,DIRECT CORRECT,False,,,0.09511218219995499,FAST CORRECT,0.12202509492635727,0.543500542640686,0.44838839769363403
young_20_29,74491,5675,congruent,3,3,3,True,3,0.03,0.4330198936948576,0.1299929916858673,0.08555837720632553,0.04443461447954178,0,3,False,False,0.09606016427278519,0.02393983572721481,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.1222345381975174,1.8974493741989136,1.8974493741989136
young_20_29,108981,5675,incongruent,3,1,3,True,17,0.17,0.6359224184778987,0.12435135245323181,0.1005592867732048,0.023792065680027008,0,1,True,True,0.10377264767885208,0.016227352321147914,8,0.08,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,0.04632558673620224,FAST CORRECT,0.12157918512821198,0.6563607454299927,0.6100351810455322
young_20_29,107963,5675,incongruent,1,2,1,True,13,0.13,0.6661951635552239,0.12261702120304108,0.09361043572425842,0.029006585478782654,0,1,False,False,0.09975547343492508,0.020244526565074916,-1,,DIRECT CORRECT,False,,,0.3903181552886963,FAST CORRECT,0.12023402005434036,0.8188871145248413,0.4285689890384674
young_20_29,40457,2918,congruent,3,3,3,True,3,0.03,0.17666538908340662,0.13695062696933746,0.08506684750318527,0.05188377946615219,0,3,False,False,0.09592942148447037,0.024070578515529628,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12719076871871948,2.1179897785186768,2.1179897785186768
young_20_29,61775,5675,congruent,1,1,1,True,3,0.03,0.5846164469388452,0.1292777955532074,0.08721546828746796,0.04206232726573944,0,1,False,False,0.09650188684463501,0.023498113155364986,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12181191891431808,1.8781801462173462,1.8781801462173462
young_20_29,115612,2918,congruent,0,0,0,True,4,0.04,0.40925580086344426,0.1271628737449646,0.08547473698854446,0.041688136756420135,0,0,False,False,0.0967370867729187,0.023262913227081294,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12105872482061386,1.5653963088989258,1.5653963088989258
young_20_29,69411,5675,congruent,0,0,0,True,5,0.05,0.4688180746161037,0.12822377681732178,0.08416473865509033,0.044059038162231445,0,0,False,False,0.09690546989440918,0.023094530105590816,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12286043912172318,1.4434268474578857,1.4434268474578857
young_20_29,91070,2918,incongruent,2,0,2,True,29,0.29,0.679630715892839,0.12250422686338425,0.06729093194007874,0.05521329492330551,0,0,True,True,0.10026978701353073,0.019730212986469264,9,0.09,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,0.007859358564019203,FAST CORRECT,0.12058854848146439,0.40660032629966736,0.3987409770488739
young_20_29,286,2553,congruent,2,2,2,True,5,0.05,0.3361816565783319,0.12706021964550018,0.08232952654361725,0.044730693101882935,0,2,False,False,0.09657563269138336,0.023424367308616634,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12217596918344498,1.4219599962234497,1.4219599962234497
young_20_29,40774,5675,incongruent,3,2,3,True,35,0.35000000000000003,0.6504317442354756,0.12428189814090729,0.08479942381381989,0.0394824743270874,0,2,True,True,0.10609553009271622,0.013904469907283779,22,0.22,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.4852684438228607,FAST CORRECT,0.12198597937822342,0.17241171002388,0.6576801538467407
young_20_29,23512,2553,congruent,3,3,3,True,3,0.03,0.38267367106015004,0.12917034327983856,0.08516193926334381,0.04400840401649475,0,3,False,False,0.09589461237192154,0.024105387628078456,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12135069817304611,1.8555806875228882,1.8555806875228882
young_20_29,4850,5675,incongruent,0,2,0,True,35,0.35000000000000003,0.8769352330758925,0.12399309128522873,0.08626759797334671,0.03772549331188202,0,2,True,True,0.10991723835468292,0.010082761645317073,24,0.24,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.4294102191925049,SLOW CORRECT,0.12136058509349823,0.3118492364883423,0.7412594556808472
young_20_29,169865,5675,congruent,2,2,2,True,5,0.05,0.4434537385350666,0.12986737489700317,0.08134832978248596,0.04851904511451721,0,2,False,False,0.09640806168317795,0.023591938316822048,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12449958920478821,1.4959144592285156,1.4959144592285156
young_20_29,34753,182,congruent,2,2,2,True,4,0.04,0.5827938456909099,0.12689541280269623,0.08308697491884232,0.04380843788385391,0,2,False,False,0.09620540589094162,0.023794594109058376,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12098877131938934,1.5628108978271484,1.5628108978271484
young_20_29,19579,2553,incongruent,0,2,0,True,42,0.42,0.8822031160229734,0.12337611615657806,0.08133275806903839,0.04204335808753967,0,2,True,True,0.10656105726957321,0.013438942730426784,26,0.26,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.36078134179115295,SLOW CORRECT,0.12108320742845535,0.3064560890197754,0.667237401008606
young_20_29,4337,5256,congruent,3,3,3,True,5,0.05,0.381499090129895,0.12496520578861237,0.08206919580698013,0.04289600998163223,0,3,False,False,0.09645476937294006,0.023545230627059932,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12040359526872635,1.3637304306030273,1.3637304306030273
young_20_29,27654,3875,congruent,1,1,1,True,4,0.04,0.47517179573572565,0.1264922320842743,0.08391961455345154,0.042572617530822754,0,1,False,False,0.09640761464834213,0.023592385351657863,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12067954987287521,1.5510447025299072,1.5510447025299072
young_20_29,179045,2918,congruent,1,1,1,True,3,0.03,0.5328592067135149,0.1337418407201767,0.08485298603773117,0.048888854682445526,0,1,False,False,0.09579116851091385,0.024208831489086147,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12475936114788055,2.0117790699005127,2.0117790699005127
young_20_29,97130,2918,incongruent,1,2,1,True,13,0.13,0.545831801013988,0.12469029426574707,0.09294814616441727,0.0317421481013298,0,1,False,False,0.0997350662946701,0.02026493370532989,-1,,DIRECT CORRECT,False,,,0.4199344515800476,FAST CORRECT,0.12196191400289536,0.8370082974433899,0.41707390546798706
young_20_29,89192,5675,congruent,3,3,3,True,5,0.05,0.5833703357222124,0.12713636457920074,0.08149674534797668,0.04563961923122406,0,3,False,False,0.09635854512453079,0.023641454875469203,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.1222819983959198,1.425549030303955,1.425549030303955
young_20_29,8139,4790,congruent,3,3,3,True,3,0.03,0.46361507326167345,0.1395111382007599,0.08431897312402725,0.055192165076732635,0,3,False,False,0.09572351723909378,0.024276482760906215,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12906189262866974,2.196881055831909,2.196881055831909
young_20_29,25250,1478,incongruent,0,2,0,True,45,0.45,0.747524514038837,0.12444984912872314,0.0762973427772522,0.04815250635147095,0,2,True,True,0.1016819030046463,0.018318096995353694,27,0.27,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.3758750557899475,FAST CORRECT,0.12208549678325653,0.17120899260044098,0.5470839738845825
young_20_29,83930,5675,congruent,2,2,2,True,4,0.04,0.5835780572159599,0.1254800409078598,0.08355661481618881,0.04192342609167099,0,2,False,False,0.09629731625318527,0.023702683746814723,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12009056657552719,1.528400182723999,1.528400182723999
young_20_29,187409,2918,incongruent,0,2,0,True,40,0.4,0.7636118298349098,0.12365423142910004,0.07825542986392975,0.04539880156517029,0,2,True,True,0.09984128177165985,0.020158718228340144,21,0.21,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.18264135718345642,FAST CORRECT,0.12130589038133621,0.2919134199619293,0.47455477714538574
young_20_29,10582,899,congruent,1,1,1,True,5,0.05,0.4480674615078667,0.12815456092357635,0.08231153339147568,0.04584302753210068,0,1,False,False,0.09653695672750473,0.023463043272495265,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12315034121274948,1.453783392906189,1.453783392906189
young_20_29,48327,2918,incongruent,2,3,2,True,26,0.26,0.5552073897026831,0.12431100755929947,0.10403602570295334,0.02027498185634613,0,3,True,True,0.10571813583374023,0.014281864166259761,16,0.16,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.09991462528705597,FAST CORRECT,0.1219380795955658,0.509496808052063,0.6094114780426025
young_20_29,34872,2918,incongruent,3,2,3,True,33,0.33,0.947562111673262,0.12388856709003448,0.09323814511299133,0.030650421977043152,0,2,True,True,0.10745304822921753,0.012546951770782466,22,0.22,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.38567793369293213,SLOW CORRECT,0.12180128693580627,0.2917390465736389,0.677416980266571
young_20_29,21105,677,incongruent,1,3,1,True,22,0.22,0.5861160603283424,0.12528443336486816,0.10944691300392151,0.015837520360946655,0,3,True,True,0.1105647012591362,0.009435298740863796,17,0.17,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.20719194412231445,FAST CORRECT,0.12218823283910751,0.5198294520378113,0.7270213961601257
young_20_29,13290,5256,congruent,0,0,0,True,3,0.03,0.5343183579964705,0.14019933342933655,0.08551144599914551,0.05468788743019104,0,0,False,False,0.09609352052211761,0.02390647947788238,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12892384827136993,2.1902151107788086,2.1902151107788086
young_20_29,11157,5256,congruent,1,1,1,True,5,0.05,0.5252053662921387,0.12468912452459335,0.08266426622867584,0.04202485829591751,0,1,False,False,0.09650659561157227,0.02349340438842773,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.1203509047627449,1.3627612590789795,1.3627612590789795
young_20_29,145350,5675,congruent,1,1,1,True,5,0.05,0.3423732125093369,0.13039915263652802,0.08182595670223236,0.048573195934295654,0,1,False,False,0.09651099145412445,0.023489008545875545,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12482263147830963,1.5058196783065796,1.5058196783065796
young_20_29,25,7862,congruent,3,3,3,True,3,0.03,0.38786345934732996,0.13273105025291443,0.08486378192901611,0.047867268323898315,0,3,False,False,0.095887690782547,0.024112309217453,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12390677630901337,1.9733549356460571,1.9733549356460571
young_20_29,8810,2918,congruent,0,0,0,True,5,0.05,0.35517968247985804,0.1282675564289093,0.08338899165391922,0.04487856477499008,0,0,False,False,0.09675849974155426,0.023241500258445735,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12299662828445435,1.4482324123382568,1.4482324123382568
young_20_29,16276,2918,congruent,3,3,3,True,6,0.06,0.6797082828356762,0.12559331953525543,0.08053784817457199,0.04505547136068344,0,3,False,False,0.09647068381309509,0.023529316186904903,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12169631570577621,1.2755661010742188,1.2755661010742188
young_20_29,15762,4790,incongruent,3,1,3,True,31,0.31,0.7942054481443931,0.12310530990362167,0.08534221351146698,0.037763096392154694,0,1,True,True,0.1010633111000061,0.018936688899993892,14,0.14,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.13765600323677063,FAST CORRECT,0.12108836323022842,0.3842489421367645,0.5219049453735352
young_20_29,12889,5256,incongruent,0,3,0,True,31,0.31,0.7641628723815405,0.12414871901273727,0.11221267282962799,0.011936046183109283,0,3,True,True,0.11747388541698456,0.0025261145830154375,28,0.28,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.43162450194358826,FAST CORRECT,0.12103958427906036,0.4024406373500824,0.8340651392936707
young_20_29,100185,5675,incongruent,0,3,0,True,27,0.27,0.8619253141263109,0.12300436943769455,0.09424472600221634,0.02875964343547821,0,3,True,True,0.1019977405667305,0.018002259433269496,13,0.13,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.071305051445961,FAST CORRECT,0.12045440822839737,0.48996949195861816,0.561274528503418
young_20_29,38752,2918,incongruent,0,1,0,True,13,0.13,0.5327212328516666,0.12500277161598206,0.08765636384487152,0.037346407771110535,0,0,False,False,0.09940516203641891,0.02059483796358108,-1,,DIRECT CORRECT,False,,,0.463372141122818,FAST CORRECT,0.12123047560453415,0.7731825709342957,0.3098103702068329
young_20_29,54017,3875,incongruent,1,2,1,True,14,0.14,0.7860450489841244,0.1223016232252121,0.09701866656541824,0.025282956659793854,0,1,False,False,0.10147342085838318,0.018526579141616817,-1,,DIRECT CORRECT,False,,,0.2565669119358063,FAST CORRECT,0.12011037766933441,0.792726457118988,0.5361595749855042
young_20_29,31927,5675,incongruent,2,3,3,False,19,0.19,0.7778888920982269,0.10136862844228745,0.12043900787830353,-0.019070379436016083,0,3,True,True,0.12018124759197235,-0.00018124759197235552,-1,,WRONG-COMMITMENT -> ERROR,True,28.0,0.09,-0.5236119031906128,FAST ERROR,0.09977998584508896,0.2954601049423218,0.8190719485282898
young_20_29,13274,182,congruent,3,3,3,True,3,0.03,0.3687437466654171,0.13790468871593475,0.0865689367055893,0.05133575201034546,0,3,False,False,0.09636282175779343,0.02363717824220657,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12772157788276672,2.1405537128448486,2.1405537128448486
young_20_29,6654,182,congruent,1,1,1,True,4,0.04,0.6157068897409073,0.13013194501399994,0.08434589207172394,0.045786052942276,0,1,False,False,0.09649614989757538,0.023503850102424617,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12359880656003952,1.6623942852020264,1.6623942852020264
young_20_29,161619,2918,incongruent,1,2,1,True,20,0.2,0.6617651512845152,0.12483547627925873,0.09303546696901321,0.031800009310245514,0,2,True,True,0.10191658139228821,0.018083418607711788,8,0.08,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,0.027674049139022827,FAST CORRECT,0.12226319313049316,0.5796269178390503,0.5519527792930603
young_20_29,56983,2918,congruent,3,3,3,True,3,0.03,0.4188484126310148,0.13441312313079834,0.08780217170715332,0.04661095142364502,0,3,False,False,0.09667404741048813,0.023325952589511867,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12527026236057281,2.0347883701324463,2.0347883701324463
young_20_29,16119,4398,congruent,2,2,2,True,6,0.06,0.6068701582628946,0.12636244297027588,0.07931440323591232,0.047048039734363556,0,2,False,False,0.09640753269195557,0.02359246730804443,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12226638197898865,1.2912200689315796,1.2912200689315796
young_20_29,49791,5675,congruent,2,2,2,True,6,0.06,0.6546219475850432,0.12862861156463623,0.07942118495702744,0.049207426607608795,0,2,False,False,0.09643472731113434,0.023565272688865657,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12424909323453903,1.3466905355453491,1.3466905355453491
young_20_29,34822,182,incongruent,3,1,3,True,15,0.15,0.5358067273159779,0.12424828112125397,0.1112627387046814,0.01298554241657257,0,1,True,True,0.11419912427663803,0.0058008757233619646,12,0.12,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.1328752189874649,FAST CORRECT,0.12107496708631516,0.7191465497016907,0.8520218133926392
young_20_29,26401,4398,incongruent,1,2,1,True,17,0.17,0.5055775990719742,0.12450416386127472,0.0853596180677414,0.039144545793533325,0,1,False,False,0.09948290139436722,0.020517098605632778,-1,,DIRECT CORRECT,False,,,0.3521876335144043,FAST CORRECT,0.1221626028418541,0.7012864947319031,0.3490988612174988
young_20_29,93959,5675,congruent,3,3,3,True,6,0.06,0.42661483097270303,0.12748762965202332,0.07970500737428665,0.047782622277736664,0,3,False,False,0.09637600183486938,0.02362399816513061,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12317490577697754,1.3166022300720215,1.3166022300720215
young_20_29,4583,2918,congruent,0,0,0,True,4,0.04,0.39425644798087445,0.1307881772518158,0.08534883707761765,0.04543934017419815,0,0,False,False,0.09672360867261887,0.02327639132738113,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12374182790517807,1.666661024093628,1.666661024093628
young_20_29,22814,677,incongruent,2,3,3,False,10,0.1,0.574245174597467,0.09218906611204147,0.12303778529167175,-0.03084871917963028,0,3,True,True,0.12104969471693039,-0.0010496947169303938,-1,,WRONG-COMMITMENT -> ERROR,True,35.0,0.25,-0.6833392977714539,FAST ERROR,0.09839129447937012,0.29260778427124023,0.9759470820426941
young_20_29,23578,1478,incongruent,1,0,1,True,35,0.35000000000000003,0.736827206980723,0.12443452328443527,0.06794838607311249,0.056486137211322784,0,0,True,True,0.1001783013343811,0.019821698665618892,13,0.13,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.1835433542728424,FAST CORRECT,0.12206777185201645,0.21361704170703888,0.3971604108810425
young_20_29,155626,2918,incongruent,0,2,0,True,48,0.48,0.8816309164601126,0.12380358576774597,0.07864027470350266,0.04516331106424332,0,2,True,True,0.10313332080841064,0.01686667919158935,30,0.3,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.3831719160079956,SLOW CORRECT,0.12169961631298065,0.19878388941287994,0.5819557905197144
young_20_29,71031,2918,congruent,1,1,1,True,5,0.05,0.32804403906738133,0.13010436296463013,0.08188355714082718,0.04822080582380295,0,1,False,False,0.09646767377853394,0.02353232622146606,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12465118616819382,1.5007665157318115,1.5007665157318115
young_20_29,23103,4398,incongruent,2,1,2,True,13,0.13,0.5110315356953132,0.12548008561134338,0.09452249854803085,0.03095758706331253,0,2,False,False,0.09970657527446747,0.020293424725532527,-1,,DIRECT CORRECT,False,,,0.37568941712379456,FAST CORRECT,0.1221185103058815,0.8091147541999817,0.43342527747154236
young_20_29,15651,3875,incongruent,1,2,1,True,11,0.11,0.32436959482320415,0.12295054644346237,0.09395379573106766,0.028996750712394714,0,1,False,False,0.09972632676362991,0.020273673236370082,-1,,DIRECT CORRECT,False,,,0.4977525770664215,FAST CORRECT,0.12023801356554031,0.9029361605644226,0.4051836133003235
young_20_29,35181,5675,incongruent,0,2,0,True,36,0.36,0.6977929335313803,0.1250966191291809,0.08736506849527359,0.03773155063390732,0,2,True,True,0.1132454127073288,0.006754587292671199,26,0.26,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.5530384182929993,FAST CORRECT,0.12237758934497833,0.25475630164146423,0.8077946901321411
young_20_29,136591,2918,incongruent,0,2,0,True,40,0.4,0.9285716767423857,0.12323180586099625,0.08290626853704453,0.04032553732395172,0,2,True,True,0.10582679510116577,0.014173204898834224,26,0.26,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.3885706663131714,SLOW CORRECT,0.12067548930644989,0.26054608821868896,0.6491166949272156
young_20_29,119895,5675,congruent,2,2,2,True,5,0.05,0.46530948039266157,0.12807327508926392,0.08108403533697128,0.04698923975229263,0,2,False,False,0.09634868800640106,0.023651311993598934,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12291380763053894,1.4452658891677856,1.4452658891677856
young_20_29,86008,2918,congruent,1,1,1,True,4,0.04,0.3959872368227034,0.1312977522611618,0.08476321399211884,0.04653453826904297,0,1,False,False,0.09657449275255203,0.023425507247447963,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12459032982587814,1.6993319988250732,1.6993319988250732
young_20_29,32727,677,incongruent,0,2,0,True,44,0.44,0.808333047375542,0.12271422147750854,0.08554046601057053,0.03717375546693802,0,2,True,True,0.10843544453382492,0.011564555466175075,30,0.3,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.4092285633087158,FAST CORRECT,0.1205766424536705,0.28788015246391296,0.6971086263656616
young_20_29,26558,182,incongruent,1,0,1,True,32,0.32,0.6788162621515899,0.12280168384313583,0.06598616391420364,0.05681551992893219,0,0,True,True,0.09983448684215546,0.02016551315784454,11,0.11,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.0997261181473732,FAST CORRECT,0.12040133029222488,0.22036775946617126,0.32009387016296387
young_20_29,61608,2918,incongruent,0,3,0,True,33,0.33,0.6625575235852765,0.1240280270576477,0.10189804434776306,0.022129982709884644,0,3,True,True,0.10643864423036575,0.013561355769634242,25,0.25,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.24328283965587616,FAST CORRECT,0.12112966179847717,0.3945000469684601,0.637782871723175
young_20_29,168951,2918,incongruent,2,3,2,True,24,0.24,0.7073682036328035,0.1253553330898285,0.09525862336158752,0.030096709728240967,0,3,True,True,0.10302985459566116,0.016970145404338832,15,0.15,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.1910623162984848,FAST CORRECT,0.12224817276000977,0.3935568928718567,0.5846191644668579
young_20_29,28015,2553,incongruent,0,2,0,True,44,0.44,0.7784483833717213,0.1218942403793335,0.08399686217308044,0.03789737820625305,0,2,True,True,0.10727052390575409,0.012729476094245906,28,0.28,WRONG-ENTRY -> PRE-COMMITMENT CORRECTED,False,,,-0.35128432512283325,FAST CORRECT,0.12000571936368942,0.32501596212387085,0.6763003468513489
young_20_29,32923,7862,congruent,1,1,1,True,3,0.03,0.3344059769641473,0.13631868362426758,0.08609586954116821,0.050222814083099365,0,1,False,False,0.09623158723115921,0.023768412768840785,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.1261402815580368,2.0717694759368896,2.0717694759368896
young_20_29,44679,2918,congruent,0,0,0,True,4,0.04,0.4056037509017224,0.13486972451210022,0.08439373224973679,0.050475992262363434,0,0,False,False,0.09654390066862106,0.023456099331378932,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12678921222686768,1.776901125907898,1.776901125907898
young_20_29,102756,2918,congruent,2,2,2,True,6,0.06,0.4171399655095417,0.1287812888622284,0.0790550634264946,0.049726225435733795,0,2,False,False,0.09636184573173523,0.023638154268264766,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12425544857978821,1.3463534116744995,1.3463534116744995
young_20_29,16791,899,congruent,3,3,3,True,3,0.03,0.5130517189301834,0.12774939835071564,0.08563053607940674,0.0421188622713089,0,3,False,False,0.0961037278175354,0.023896272182464595,-1,,DIRECT CORRECT,False,,,0.0,OTHER,0.12024138122797012,1.8026870489120483,1.8026870489120483
