candidate_id,scheme,seed_id,analysis_group,congruency,accuracy,n_human,n_model,human_median_rt,model_median_rt,wasserstein_s
current_evidence__saved_gate_execution,presentation_floor_60hz,7,older_80_89,0,error,25,16,0.6833333333333333,0.8333333333333333,0.23175
current_evidence__saved_gate_execution,presentation_floor_60hz,7,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16514786564967215
current_evidence__saved_gate_execution,presentation_floor_60hz,7,older_80_89,1,correct,2394,2351,0.9333333333333333,1.1166666666666667,0.16845905704286251
current_evidence__saved_gate_execution,presentation_floor_60hz,7,older_80_89,1,error,97,140,0.75,0.9166666666666666,0.1675490918016691
current_evidence__saved_gate_execution,presentation_floor_60hz,8,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.037583266719957376
current_evidence__saved_gate_execution,presentation_floor_60hz,8,young_20_29,0,correct,2457,2442,0.55,0.5833333333333334,0.03778812112145444
current_evidence__saved_gate_execution,presentation_floor_60hz,8,young_20_29,0,error,45,60,0.5333333333333333,0.575,0.03416666666666668
current_evidence__saved_gate_execution,presentation_floor_60hz,8,young_20_29,1,all,2498,2498,0.6,0.8166666666666667,0.2077595409661062
current_evidence__saved_gate_execution,presentation_floor_60hz,8,young_20_29,1,correct,2290,2161,0.6,0.8333333333333334,0.22520947968048113
current_evidence__saved_gate_execution,presentation_floor_60hz,8,young_20_29,1,error,208,337,0.55,0.6666666666666666,0.1237985524613863
current_evidence__saved_gate_execution,presentation_floor_60hz,8,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07749435366015682
current_evidence__saved_gate_execution,presentation_floor_60hz,8,older_80_89,0,correct,2484,2484,0.8166666666666667,0.8,0.08109232420826627
current_evidence__saved_gate_execution,presentation_floor_60hz,8,older_80_89,0,error,25,25,0.6833333333333333,0.8666666666666667,0.28
current_evidence__saved_gate_execution,presentation_floor_60hz,8,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16592399304161648
current_evidence__saved_gate_execution,presentation_floor_60hz,8,older_80_89,1,correct,2394,2339,0.9333333333333333,1.1166666666666667,0.16927380324356106
current_evidence__saved_gate_execution,presentation_floor_60hz,8,older_80_89,1,error,97,152,0.75,0.9333333333333333,0.18057175800325553
current_evidence__saved_gate_execution,presentation_floor_60hz,9,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.037243538502531315
current_evidence__saved_gate_execution,presentation_floor_60hz,9,young_20_29,0,correct,2457,2450,0.55,0.5833333333333334,0.03772837568075661
current_evidence__saved_gate_execution,presentation_floor_60hz,9,young_20_29,0,error,45,52,0.5333333333333333,0.5416666666666667,0.018739316239316232
current_evidence__saved_gate_execution,presentation_floor_60hz,9,young_20_29,1,all,2498,2498,0.6,0.8166666666666667,0.20937416599946623
current_evidence__saved_gate_execution,presentation_floor_60hz,9,young_20_29,1,correct,2290,2160,0.6,0.85,0.22718044099412368
current_evidence__saved_gate_execution,presentation_floor_60hz,9,young_20_29,1,error,208,338,0.55,0.6666666666666666,0.12517874753451677
current_evidence__saved_gate_execution,presentation_floor_60hz,9,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07902218679420758
current_evidence__saved_gate_execution,presentation_floor_60hz,9,older_80_89,0,correct,2484,2493,0.8166666666666667,0.8,0.0822560415540325
current_evidence__saved_gate_execution,presentation_floor_60hz,9,older_80_89,0,error,25,16,0.6833333333333333,0.8833333333333333,0.259875
current_evidence__saved_gate_execution,presentation_floor_60hz,9,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.1671082563896695
current_evidence__saved_gate_execution,presentation_floor_60hz,9,older_80_89,1,correct,2394,2314,0.9333333333333333,1.1166666666666667,0.16958712925596442
current_evidence__saved_gate_execution,presentation_floor_60hz,9,older_80_89,1,error,97,177,0.75,0.9833333333333333,0.21320208903644167
current_evidence__saved_gate_execution,combined_60hz_125hz,0,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.03735678124167333
current_evidence__saved_gate_execution,combined_60hz_125hz,0,young_20_29,0,correct,2457,2450,0.55,0.5666666666666667,0.0374701629939725
current_evidence__saved_gate_execution,combined_60hz_125hz,0,young_20_29,0,error,45,52,0.5333333333333333,0.6,0.05519230769230768
current_evidence__saved_gate_execution,combined_60hz_125hz,0,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20831998932479312
current_evidence__saved_gate_execution,combined_60hz_125hz,0,young_20_29,1,correct,2290,2162,0.6,0.8333333333333334,0.22731173087617676
current_evidence__saved_gate_execution,combined_60hz_125hz,0,young_20_29,1,error,208,336,0.5333333333333333,0.65,0.11535409035409036
current_evidence__saved_gate_execution,combined_60hz_125hz,0,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07918161286036939
current_evidence__saved_gate_execution,combined_60hz_125hz,0,older_80_89,0,correct,2484,2484,0.8166666666666667,0.8,0.08090445517981754
current_evidence__saved_gate_execution,combined_60hz_125hz,0,older_80_89,0,error,25,25,0.6833333333333333,0.6666666666666666,0.1
current_evidence__saved_gate_execution,combined_60hz_125hz,0,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16864043891342168
current_evidence__saved_gate_execution,combined_60hz_125hz,0,older_80_89,1,correct,2394,2347,0.925,1.1,0.17042854496939233
current_evidence__saved_gate_execution,combined_60hz_125hz,0,older_80_89,1,error,97,144,0.75,0.9666666666666667,0.20145332187857962
current_evidence__saved_gate_execution,combined_60hz_125hz,1,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.03890221156408208
current_evidence__saved_gate_execution,combined_60hz_125hz,1,young_20_29,0,correct,2457,2453,0.55,0.5833333333333334,0.0393843160659304
current_evidence__saved_gate_execution,combined_60hz_125hz,1,young_20_29,0,error,45,49,0.5333333333333333,0.5333333333333333,0.027981859410430833
current_evidence__saved_gate_execution,combined_60hz_125hz,1,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20925406992260476
current_evidence__saved_gate_execution,combined_60hz_125hz,1,young_20_29,1,correct,2290,2164,0.6,0.8333333333333334,0.2278589907094254
current_evidence__saved_gate_execution,combined_60hz_125hz,1,young_20_29,1,error,208,334,0.5333333333333333,0.65,0.11751976815599571
current_evidence__saved_gate_execution,combined_60hz_125hz,1,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07790620433107485
current_evidence__saved_gate_execution,combined_60hz_125hz,1,older_80_89,0,correct,2484,2488,0.8166666666666667,0.8,0.08118568700346747
current_evidence__saved_gate_execution,combined_60hz_125hz,1,older_80_89,0,error,25,21,0.6833333333333333,0.8,0.2638095238095239
current_evidence__saved_gate_execution,combined_60hz_125hz,1,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.1641375618894688
current_evidence__saved_gate_execution,combined_60hz_125hz,1,older_80_89,1,correct,2394,2326,0.925,1.1,0.1678559995096178
current_evidence__saved_gate_execution,combined_60hz_125hz,1,older_80_89,1,error,97,165,0.75,0.9166666666666666,0.18819952098302614
current_evidence__saved_gate_execution,combined_60hz_125hz,2,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.03752331468158808
current_evidence__saved_gate_execution,combined_60hz_125hz,2,young_20_29,0,correct,2457,2448,0.55,0.5833333333333334,0.03792602867357768
current_evidence__saved_gate_execution,combined_60hz_125hz,2,young_20_29,0,error,45,54,0.5333333333333333,0.5416666666666667,0.03067901234567901
current_evidence__saved_gate_execution,combined_60hz_125hz,2,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20904723779023218
current_evidence__saved_gate_execution,combined_60hz_125hz,2,young_20_29,1,correct,2290,2139,0.6,0.8333333333333334,0.22653801004836363
current_evidence__saved_gate_execution,combined_60hz_125hz,2,young_20_29,1,error,208,359,0.5333333333333333,0.6833333333333333,0.13592689807870864
current_evidence__saved_gate_execution,combined_60hz_125hz,2,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07883618971701876
current_evidence__saved_gate_execution,combined_60hz_125hz,2,older_80_89,0,correct,2484,2480,0.8166666666666667,0.8,0.08084413363807946
current_evidence__saved_gate_execution,combined_60hz_125hz,2,older_80_89,0,error,25,29,0.6833333333333333,0.7166666666666667,0.1407586206896552
current_evidence__saved_gate_execution,combined_60hz_125hz,2,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16608457112270847
current_evidence__saved_gate_execution,combined_60hz_125hz,2,older_80_89,1,correct,2394,2329,0.925,1.1,0.16874808317487594
current_evidence__saved_gate_execution,combined_60hz_125hz,2,older_80_89,1,error,97,162,0.75,0.95,0.20338657672563745
current_evidence__saved_gate_execution,combined_60hz_125hz,3,young_20_29,0,all,2502,2502,0.55,0.5666666666666667,0.035917932320810024
current_evidence__saved_gate_execution,combined_60hz_125hz,3,young_20_29,0,correct,2457,2447,0.55,0.5666666666666667,0.03628564975111766
current_evidence__saved_gate_execution,combined_60hz_125hz,3,young_20_29,0,error,45,55,0.5333333333333333,0.5333333333333333,0.026767676767676763
current_evidence__saved_gate_execution,combined_60hz_125hz,3,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20994795836669333
current_evidence__saved_gate_execution,combined_60hz_125hz,3,young_20_29,1,correct,2290,2156,0.6,0.85,0.22740412997275133
current_evidence__saved_gate_execution,combined_60hz_125hz,3,young_20_29,1,error,208,342,0.5333333333333333,0.6666666666666666,0.13105038236617184
current_evidence__saved_gate_execution,combined_60hz_125hz,3,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07821841371064171
current_evidence__saved_gate_execution,combined_60hz_125hz,3,older_80_89,0,correct,2484,2482,0.8166666666666667,0.8,0.08072994589493092
current_evidence__saved_gate_execution,combined_60hz_125hz,3,older_80_89,0,error,25,27,0.6833333333333333,0.7333333333333333,0.18083950617283956
current_evidence__saved_gate_execution,combined_60hz_125hz,3,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16827244747758602
current_evidence__saved_gate_execution,combined_60hz_125hz,3,older_80_89,1,correct,2394,2331,0.925,1.1,0.17278293330924924
current_evidence__saved_gate_execution,combined_60hz_125hz,3,older_80_89,1,error,97,160,0.75,0.95,0.1747540807560137
current_evidence__saved_gate_execution,combined_60hz_125hz,4,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.03573141486810553
current_evidence__saved_gate_execution,combined_60hz_125hz,4,young_20_29,0,correct,2457,2463,0.55,0.5833333333333334,0.03546572298094831
current_evidence__saved_gate_execution,combined_60hz_125hz,4,young_20_29,0,error,45,39,0.5333333333333333,0.6166666666666667,0.08207977207977207
current_evidence__saved_gate_execution,combined_60hz_125hz,4,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20815986122231117
current_evidence__saved_gate_execution,combined_60hz_125hz,4,young_20_29,1,correct,2290,2163,0.6,0.8333333333333334,0.22647671134422315
current_evidence__saved_gate_execution,combined_60hz_125hz,4,young_20_29,1,error,208,335,0.5333333333333333,0.65,0.119365193264447
current_evidence__saved_gate_execution,combined_60hz_125hz,4,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07844426730437098
current_evidence__saved_gate_execution,combined_60hz_125hz,4,older_80_89,0,correct,2484,2484,0.8166666666666667,0.8,0.08200483091787444
current_evidence__saved_gate_execution,combined_60hz_125hz,4,older_80_89,0,error,25,25,0.6833333333333333,0.9,0.2806666666666667
current_evidence__saved_gate_execution,combined_60hz_125hz,4,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16690753378830459
current_evidence__saved_gate_execution,combined_60hz_125hz,4,older_80_89,1,correct,2394,2349,0.925,1.1166666666666667,0.16962291851382408
current_evidence__saved_gate_execution,combined_60hz_125hz,4,older_80_89,1,error,97,142,0.75,0.9166666666666666,0.17910919122985336
current_evidence__saved_gate_execution,combined_60hz_125hz,5,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.03714361843858248
current_evidence__saved_gate_execution,combined_60hz_125hz,5,young_20_29,0,correct,2457,2456,0.55,0.5833333333333334,0.03743652771204345
current_evidence__saved_gate_execution,combined_60hz_125hz,5,young_20_29,0,error,45,46,0.5333333333333333,0.55,0.03876006441223833
current_evidence__saved_gate_execution,combined_60hz_125hz,5,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20819989324793162
current_evidence__saved_gate_execution,combined_60hz_125hz,5,young_20_29,1,correct,2290,2157,0.6,0.8333333333333334,0.22540261927754263
current_evidence__saved_gate_execution,combined_60hz_125hz,5,young_20_29,1,error,208,341,0.5333333333333333,0.6666666666666666,0.12880056771185802
current_evidence__saved_gate_execution,combined_60hz_125hz,5,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07936096718480144
current_evidence__saved_gate_execution,combined_60hz_125hz,5,older_80_89,0,correct,2484,2483,0.8166666666666667,0.8,0.08196168459750677
current_evidence__saved_gate_execution,combined_60hz_125hz,5,older_80_89,0,error,25,26,0.6833333333333333,0.7583333333333333,0.18171794871794872
current_evidence__saved_gate_execution,combined_60hz_125hz,5,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.1665127793389536
current_evidence__saved_gate_execution,combined_60hz_125hz,5,older_80_89,1,correct,2394,2331,0.925,1.1166666666666667,0.1703225782173152
current_evidence__saved_gate_execution,combined_60hz_125hz,5,older_80_89,1,error,97,160,0.75,0.9333333333333333,0.18246348797250858
current_evidence__saved_gate_execution,combined_60hz_125hz,6,young_20_29,0,all,2502,2502,0.55,0.575,0.037883026911803896
current_evidence__saved_gate_execution,combined_60hz_125hz,6,young_20_29,0,correct,2457,2453,0.55,0.5666666666666667,0.037828420264892595
current_evidence__saved_gate_execution,combined_60hz_125hz,6,young_20_29,0,error,45,49,0.5333333333333333,0.6,0.043779289493575214
current_evidence__saved_gate_execution,combined_60hz_125hz,6,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.21005471043501464
current_evidence__saved_gate_execution,combined_60hz_125hz,6,young_20_29,1,correct,2290,2163,0.6,0.85,0.22884141183501006
current_evidence__saved_gate_execution,combined_60hz_125hz,6,young_20_29,1,error,208,335,0.5333333333333333,0.65,0.11672263681592038
current_evidence__saved_gate_execution,combined_60hz_125hz,6,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.0797661751029627
current_evidence__saved_gate_execution,combined_60hz_125hz,6,older_80_89,0,correct,2484,2491,0.8166666666666667,0.8,0.082807691694394
current_evidence__saved_gate_execution,combined_60hz_125hz,6,older_80_89,0,error,25,18,0.6833333333333333,0.7916666666666667,0.2255925925925926
current_evidence__saved_gate_execution,combined_60hz_125hz,6,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.1688478522681654
current_evidence__saved_gate_execution,combined_60hz_125hz,6,older_80_89,1,correct,2394,2339,0.925,1.1166666666666667,0.17029903150827536
current_evidence__saved_gate_execution,combined_60hz_125hz,6,older_80_89,1,error,97,152,0.75,0.9416666666666667,0.207336317598119
current_evidence__saved_gate_execution,combined_60hz_125hz,7,young_20_29,0,all,2502,2502,0.55,0.5666666666666667,0.03810285105249135
current_evidence__saved_gate_execution,combined_60hz_125hz,7,young_20_29,0,correct,2457,2447,0.55,0.5666666666666667,0.0383630788480264
current_evidence__saved_gate_execution,combined_60hz_125hz,7,young_20_29,0,error,45,55,0.5333333333333333,0.5666666666666667,0.03696969696969697
current_evidence__saved_gate_execution,combined_60hz_125hz,7,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.2101881505204163
current_evidence__saved_gate_execution,combined_60hz_125hz,7,young_20_29,1,correct,2290,2169,0.6,0.8333333333333334,0.22704025829086985
current_evidence__saved_gate_execution,combined_60hz_125hz,7,young_20_29,1,error,208,329,0.5333333333333333,0.6666666666666666,0.12483925648819265
current_evidence__saved_gate_execution,combined_60hz_125hz,7,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07846419556264121
current_evidence__saved_gate_execution,combined_60hz_125hz,7,older_80_89,0,correct,2484,2493,0.8166666666666667,0.8,0.08136213765693706
current_evidence__saved_gate_execution,combined_60hz_125hz,7,older_80_89,0,error,25,16,0.6833333333333333,0.825,0.22883333333333333
current_evidence__saved_gate_execution,combined_60hz_125hz,7,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16512779338953568
current_evidence__saved_gate_execution,combined_60hz_125hz,7,older_80_89,1,correct,2394,2351,0.925,1.1166666666666667,0.16844807088376468
current_evidence__saved_gate_execution,combined_60hz_125hz,7,older_80_89,1,error,97,140,0.75,0.9166666666666666,0.16702012763868435
current_evidence__saved_gate_execution,combined_60hz_125hz,8,young_20_29,0,all,2502,2502,0.55,0.5833333333333334,0.037623234745536915
current_evidence__saved_gate_execution,combined_60hz_125hz,8,young_20_29,0,correct,2457,2442,0.55,0.5833333333333334,0.03781532114865447
current_evidence__saved_gate_execution,combined_60hz_125hz,8,young_20_29,0,error,45,60,0.5333333333333333,0.5666666666666667,0.034907407407407415
current_evidence__saved_gate_execution,combined_60hz_125hz,8,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20801974913263943
current_evidence__saved_gate_execution,combined_60hz_125hz,8,young_20_29,1,correct,2290,2161,0.6,0.8333333333333334,0.22545749817965294
current_evidence__saved_gate_execution,combined_60hz_125hz,8,young_20_29,1,error,208,337,0.5333333333333333,0.6666666666666666,0.1244074792665297
current_evidence__saved_gate_execution,combined_60hz_125hz,8,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07821177095788501
current_evidence__saved_gate_execution,combined_60hz_125hz,8,older_80_89,0,correct,2484,2484,0.8166666666666667,0.8,0.08179683306494903
current_evidence__saved_gate_execution,combined_60hz_125hz,8,older_80_89,0,error,25,25,0.6833333333333333,0.8666666666666667,0.27799999999999997
current_evidence__saved_gate_execution,combined_60hz_125hz,8,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16598420982202597
current_evidence__saved_gate_execution,combined_60hz_125hz,8,older_80_89,1,correct,2394,2339,0.925,1.1,0.16932308087210104
current_evidence__saved_gate_execution,combined_60hz_125hz,8,older_80_89,1,error,97,152,0.75,0.9333333333333333,0.18078088261891845
current_evidence__saved_gate_execution,combined_60hz_125hz,9,young_20_29,0,all,2502,2502,0.55,0.5666666666666667,0.03727684519051426
current_evidence__saved_gate_execution,combined_60hz_125hz,9,young_20_29,0,correct,2457,2450,0.55,0.5666666666666667,0.037758726282535786
current_evidence__saved_gate_execution,combined_60hz_125hz,9,young_20_29,0,error,45,52,0.5333333333333333,0.5333333333333333,0.019330484330484322
current_evidence__saved_gate_execution,combined_60hz_125hz,9,young_20_29,1,all,2498,2498,0.5833333333333334,0.8166666666666667,0.20946090205497728
current_evidence__saved_gate_execution,combined_60hz_125hz,9,young_20_29,1,correct,2290,2160,0.6,0.8333333333333334,0.22733425656369616
current_evidence__saved_gate_execution,combined_60hz_125hz,9,young_20_29,1,error,208,338,0.5333333333333333,0.6666666666666666,0.12469181459566075
current_evidence__saved_gate_execution,combined_60hz_125hz,9,older_80_89,0,all,2509,2509,0.8166666666666667,0.8,0.07969310482263856
current_evidence__saved_gate_execution,combined_60hz_125hz,9,older_80_89,0,correct,2484,2493,0.8166666666666667,0.8,0.08292646947685409
current_evidence__saved_gate_execution,combined_60hz_125hz,9,older_80_89,0,error,25,16,0.6833333333333333,0.8833333333333333,0.26112500000000005
current_evidence__saved_gate_execution,combined_60hz_125hz,9,older_80_89,1,all,2491,2491,0.9166666666666666,1.1,0.16712163789642717
current_evidence__saved_gate_execution,combined_60hz_125hz,9,older_80_89,1,correct,2394,2314,0.925,1.1166666666666667,0.16966747633512874
current_evidence__saved_gate_execution,combined_60hz_125hz,9,older_80_89,1,error,97,177,0.75,0.9666666666666667,0.21323218203351002
