analysis_group,replicate,time,target_state,flanker_state,noise_ampa
older_80_89,0,0.19,0.090606935,0.08230975,0.006
older_80_89,0,0.2,0.09013554,0.08026684,0.006
older_80_89,0,0.21,0.092903145,0.078028955,0.006
older_80_89,0,0.22,0.09455379,0.07591667,0.006
older_80_89,0,0.23,0.0953469,0.07430787,0.006
older_80_89,0,0.24,0.09746204,0.07205668,0.006
older_80_89,0,0.25,0.09673449,0.0716899,0.006
older_80_89,0,0.26,0.10138616,0.07187528,0.006
older_80_89,0,0.27,0.10345409,0.07149957,0.006
older_80_89,0,0.28,0.105838895,0.07147928,0.006
older_80_89,0,0.29,0.10757189,0.06896134,0.006
older_80_89,0,0.3,0.10904765,0.068511926,0.006
older_80_89,0,0.31,0.11263757,0.067148544,0.006
older_80_89,0,0.32,0.117562674,0.06574392,0.006
older_80_89,0,0.33,0.118581735,0.06552228,0.006
older_80_89,0,0.34,0.12036161,0.06614412,0.006
older_80_89,0,0.35000000000000003,0.122270115,0.0649429,0.006
older_80_89,0,0.36,0.12522301,0.064288355,0.006
older_80_89,0,0.37,0.124865666,0.063391276,0.006
older_80_89,0,0.38,0.1266722,0.063575946,0.006
older_80_89,0,0.39,0.1313749,0.06346372,0.006
older_80_89,0,0.4,0.135076,0.062378865,0.006
older_80_89,0,0.41000000000000003,0.1390125,0.06205239,0.006
older_80_89,0,0.42,0.14046954,0.06237985,0.006
older_80_89,0,0.43,0.14171542,0.06329178,0.006
older_80_89,0,0.44,0.14395697,0.06346765,0.006
older_80_89,0,0.45,0.14932704,0.06292399,0.006
older_80_89,0,0.46,0.1542789,0.06245092,0.006
older_80_89,0,0.47000000000000003,0.15670922,0.06345973,0.006
older_80_89,0,0.48,0.15952858,0.06350421,0.006
older_80_89,0,0.49,0.16138765,0.0636969,0.006
older_80_89,0,0.5,0.16575462,0.0656762,0.006
older_80_89,0,0.51,0.17014356,0.06451805,0.006
older_80_89,0,0.52,0.17303461,0.06549188,0.006
older_80_89,0,0.53,0.17558652,0.06468277,0.006
older_80_89,0,0.54,0.17633902,0.0649633,0.006
older_80_89,0,0.55,0.17639925,0.064627595,0.006
older_80_89,0,0.56,0.18110856,0.06487635,0.006
older_80_89,0,0.5700000000000001,0.18579668,0.06432829,0.006
older_80_89,0,0.58,0.18863489,0.06472135,0.006
older_80_89,0,0.59,0.19220996,0.06520088,0.006
older_80_89,0,0.6,0.19060269,0.06516384,0.006
older_80_89,0,0.61,0.1950301,0.06474839,0.006
older_80_89,0,0.62,0.19768496,0.06467263,0.006
older_80_89,0,0.63,0.2003343,0.06724719,0.006
older_80_89,0,0.64,0.20688201,0.06755541,0.006
older_80_89,0,0.65,0.21415792,0.067876995,0.006
older_80_89,0,0.66,0.21604256,0.06824902,0.006
older_80_89,0,0.67,0.22103225,0.06690287,0.006
older_80_89,0,0.68,0.22918008,0.06786336,0.006
older_80_89,0,0.6900000000000001,0.23287134,0.06746434,0.006
older_80_89,0,0.7000000000000001,0.23461075,0.066497326,0.006
older_80_89,0,0.71,0.23792817,0.066925064,0.006
older_80_89,0,0.72,0.24313316,0.06645845,0.006
older_80_89,0,0.73,0.25254306,0.06635992,0.006
older_80_89,0,0.74,0.26278132,0.06735535,0.006
older_80_89,0,0.75,0.27014497,0.065824814,0.006
older_80_89,0,0.76,0.2776624,0.06530594,0.006
older_80_89,0,0.77,0.2838999,0.065663554,0.006
older_80_89,0,0.78,0.28145382,0.0662594,0.006
older_80_89,0,0.79,0.2822212,0.06516319,0.006
older_80_89,1,0.0,0.09803157,0.099663496,0.006
older_80_89,1,0.01,0.09719821,0.09979805,0.006
older_80_89,1,0.02,0.096488595,0.09886961,0.006
older_80_89,1,0.03,0.09389133,0.10069652,0.006
older_80_89,1,0.04,0.09213591,0.0996033,0.006
older_80_89,1,0.05,0.09054578,0.099028155,0.006
older_80_89,1,0.06,0.089670695,0.09940707,0.006
older_80_89,1,0.07,0.08948685,0.09886381,0.006
older_80_89,1,0.08,0.09066677,0.09834935,0.006
older_80_89,1,0.09,0.090151384,0.09953552,0.006
older_80_89,1,0.1,0.088970914,0.09872748,0.006
older_80_89,1,0.11,0.09073852,0.097305894,0.006
older_80_89,1,0.12,0.089105085,0.09562069,0.006
older_80_89,1,0.13,0.08942232,0.09238952,0.006
older_80_89,1,0.14,0.09076174,0.090261884,0.006
older_80_89,1,0.15,0.08962881,0.08734464,0.006
older_80_89,1,0.16,0.08770894,0.08491059,0.006
older_80_89,1,0.17,0.0900643,0.0822801,0.006
older_80_89,1,0.18,0.089327075,0.08213384,0.006
older_80_89,1,0.19,0.087881766,0.08082267,0.006
older_80_89,1,0.2,0.08770086,0.08070113,0.006
older_80_89,1,0.21,0.08892434,0.078834794,0.006
older_80_89,1,0.22,0.08951637,0.0767507,0.006
older_80_89,1,0.23,0.093796335,0.076119564,0.006
older_80_89,1,0.24,0.09330803,0.07501141,0.006
older_80_89,1,0.25,0.0951807,0.073084086,0.006
older_80_89,1,0.26,0.0984944,0.07132889,0.006
older_80_89,1,0.27,0.1002434,0.071579576,0.006
older_80_89,1,0.28,0.10204562,0.070231915,0.006
older_80_89,1,0.29,0.10219058,0.06938102,0.006
older_80_89,1,0.3,0.103482254,0.06856048,0.006
older_80_89,1,0.31,0.10742363,0.06823053,0.006
older_80_89,1,0.32,0.11167936,0.06692575,0.006
older_80_89,1,0.33,0.115052335,0.06576454,0.006
older_80_89,1,0.34,0.1160509,0.06560589,0.006
older_80_89,1,0.35000000000000003,0.12114416,0.06568457,0.006
older_80_89,1,0.36,0.122635245,0.06456253,0.006
older_80_89,1,0.37,0.12548427,0.064782746,0.006
older_80_89,1,0.38,0.12597917,0.064444065,0.006
older_80_89,1,0.39,0.12819076,0.06444452,0.006
older_80_89,1,0.4,0.13086021,0.0639256,0.006
older_80_89,1,0.41000000000000003,0.13188672,0.06376485,0.006
older_80_89,1,0.42,0.13303486,0.06329614,0.006
older_80_89,1,0.43,0.13511676,0.06503842,0.006
older_80_89,1,0.44,0.13724588,0.064172,0.006
older_80_89,1,0.45,0.14108846,0.06275342,0.006
older_80_89,1,0.46,0.14330098,0.062126238,0.006
older_80_89,1,0.47000000000000003,0.14748475,0.06170964,0.006
older_80_89,1,0.48,0.1524994,0.061129116,0.006
older_80_89,1,0.49,0.15086634,0.061519444,0.006
older_80_89,1,0.5,0.15394063,0.060716636,0.006
older_80_89,1,0.51,0.15615289,0.061855856,0.006
older_80_89,1,0.52,0.15635201,0.06312621,0.006
older_80_89,1,0.53,0.16306014,0.061655127,0.006
older_80_89,1,0.54,0.16876577,0.06159308,0.006
older_80_89,1,0.55,0.17246813,0.061515685,0.006
older_80_89,1,0.56,0.17460248,0.061653532,0.006
older_80_89,1,0.5700000000000001,0.17901188,0.061192907,0.006
older_80_89,1,0.58,0.1825825,0.060587723,0.006
older_80_89,1,0.59,0.1915368,0.060377263,0.006
older_80_89,1,0.6,0.19720657,0.059675045,0.006
older_80_89,1,0.61,0.20143805,0.06050832,0.006
older_80_89,1,0.62,0.21177268,0.06073985,0.006
older_80_89,1,0.63,0.21540345,0.06179857,0.006
older_80_89,1,0.64,0.219065,0.061816778,0.006
older_80_89,1,0.65,0.22211033,0.060640756,0.006
older_80_89,1,0.66,0.22676583,0.059616826,0.006
older_80_89,1,0.67,0.23327969,0.059613124,0.006
older_80_89,1,0.68,0.2440674,0.060023315,0.006
older_80_89,1,0.6900000000000001,0.25302783,0.061306816,0.006
older_80_89,1,0.7000000000000001,0.25770313,0.06182558,0.006
older_80_89,1,0.71,0.26611942,0.061728097,0.006
older_80_89,1,0.72,0.27466434,0.061221004,0.006
older_80_89,1,0.73,0.28177357,0.061021756,0.006
older_80_89,1,0.74,0.29192686,0.060947467,0.006
older_80_89,1,0.75,0.29960504,0.059845317,0.006
older_80_89,1,0.76,0.30353764,0.05955328,0.006
older_80_89,1,0.77,0.31560296,0.05805377,0.006
older_80_89,1,0.78,0.3124697,0.05932905,0.006
older_80_89,1,0.79,0.3091618,0.05839911,0.006
older_80_89,2,0.0,0.096909344,0.10092971,0.006
older_80_89,2,0.01,0.09717241,0.10069625,0.006
older_80_89,2,0.02,0.09608326,0.10123814,0.006
older_80_89,2,0.03,0.09579543,0.099413544,0.006
older_80_89,2,0.04,0.09631693,0.09826197,0.006
older_80_89,2,0.05,0.095002055,0.09829713,0.006
older_80_89,2,0.06,0.09446075,0.09826802,0.006
older_80_89,2,0.07,0.0934598,0.09844033,0.006
older_80_89,2,0.08,0.09201372,0.09952592,0.006
older_80_89,2,0.09,0.093013555,0.0992688,0.006
older_80_89,2,0.1,0.093476005,0.09746499,0.006
older_80_89,2,0.11,0.092430755,0.09534136,0.006
older_80_89,2,0.12,0.09155423,0.095388025,0.006
older_80_89,2,0.13,0.090453334,0.09352265,0.006
older_80_89,2,0.14,0.09169014,0.091257915,0.006
older_80_89,2,0.15,0.09191912,0.08954122,0.006
older_80_89,2,0.16,0.09492142,0.089031,0.006
older_80_89,2,0.17,0.09393874,0.08729815,0.006
older_80_89,2,0.18,0.09566867,0.08573599,0.006
older_80_89,2,0.19,0.09617523,0.08376325,0.006
older_80_89,2,0.2,0.09618162,0.08428785,0.006
older_80_89,2,0.21,0.09583053,0.082815,0.006
older_80_89,2,0.22,0.09864622,0.08208705,0.006
older_80_89,2,0.23,0.09899485,0.08040443,0.006
older_80_89,2,0.24,0.100816354,0.07851204,0.006
older_80_89,2,0.25,0.10262257,0.07668017,0.006
older_80_89,2,0.26,0.10647045,0.07423306,0.006
older_80_89,2,0.27,0.10695157,0.072988786,0.006
older_80_89,2,0.28,0.10995756,0.07100366,0.006
older_80_89,2,0.29,0.10958293,0.07109799,0.006
older_80_89,2,0.3,0.11352121,0.06889782,0.006
older_80_89,2,0.31,0.116708644,0.06925027,0.006
older_80_89,2,0.32,0.11789306,0.068633035,0.006
older_80_89,2,0.33,0.117871895,0.0679679,0.006
older_80_89,2,0.34,0.11937157,0.068514794,0.006
older_80_89,2,0.35000000000000003,0.11741613,0.06879036,0.006
older_80_89,2,0.36,0.118020974,0.06973299,0.006
older_80_89,2,0.37,0.11862962,0.06961887,0.006
older_80_89,2,0.38,0.12330429,0.06782059,0.006
older_80_89,2,0.39,0.12683734,0.06669098,0.006
older_80_89,2,0.4,0.12681426,0.06596169,0.006
older_80_89,2,0.41000000000000003,0.13045509,0.06490913,0.006
older_80_89,2,0.42,0.13180627,0.065160945,0.006
older_80_89,2,0.43,0.13406627,0.0653334,0.006
older_80_89,2,0.44,0.1395273,0.06571186,0.006
older_80_89,2,0.45,0.14287233,0.06601604,0.006
older_80_89,2,0.46,0.14439747,0.065831244,0.006
older_80_89,2,0.47000000000000003,0.148795,0.066824,0.006
older_80_89,2,0.48,0.15257692,0.06567145,0.006
older_80_89,2,0.49,0.15560998,0.067294404,0.006
older_80_89,2,0.5,0.15640046,0.0669779,0.006
older_80_89,2,0.51,0.16012709,0.06657592,0.006
older_80_89,2,0.52,0.16390228,0.066386476,0.006
older_80_89,2,0.53,0.16974951,0.066639215,0.006
older_80_89,2,0.54,0.17453904,0.06668424,0.006
older_80_89,2,0.55,0.1774894,0.067012995,0.006
older_80_89,2,0.56,0.18317439,0.06554028,0.006
older_80_89,2,0.5700000000000001,0.18958129,0.06457999,0.006
older_80_89,2,0.58,0.19293013,0.06416797,0.006
older_80_89,2,0.59,0.19897763,0.06337126,0.006
older_80_89,2,0.6,0.20207593,0.0628117,0.006
older_80_89,2,0.61,0.20260021,0.06254381,0.006
older_80_89,2,0.62,0.20625553,0.06205398,0.006
older_80_89,2,0.63,0.21059807,0.062380467,0.006
older_80_89,2,0.64,0.21347457,0.061773974,0.006
older_80_89,2,0.65,0.22067875,0.061201107,0.006
older_80_89,2,0.66,0.22758017,0.0613004,0.006
older_80_89,2,0.67,0.23092265,0.06117657,0.006
older_80_89,2,0.68,0.23181033,0.06164774,0.006
older_80_89,2,0.6900000000000001,0.23628685,0.062726825,0.006
older_80_89,2,0.7000000000000001,0.2471639,0.062424965,0.006
older_80_89,2,0.71,0.25123867,0.06269523,0.006
older_80_89,2,0.72,0.25797787,0.06258746,0.006
older_80_89,2,0.73,0.26435208,0.062457398,0.006
older_80_89,2,0.74,0.26894322,0.0612957,0.006
older_80_89,2,0.75,0.27120093,0.06066659,0.006
older_80_89,2,0.76,0.27206218,0.05922015,0.006
older_80_89,2,0.77,0.28073955,0.0580646,0.006
older_80_89,2,0.78,0.27935636,0.058081396,0.006
older_80_89,2,0.79,0.27960306,0.05721486,0.006
older_80_89,3,0.0,0.09917362,0.09815598,0.006
older_80_89,3,0.01,0.09741911,0.100101866,0.006
older_80_89,3,0.02,0.09591491,0.10122644,0.006
older_80_89,3,0.03,0.095969886,0.0999152,0.006
older_80_89,3,0.04,0.09496846,0.10053747,0.006
older_80_89,3,0.05,0.092679396,0.0992064,0.006
older_80_89,3,0.06,0.09119083,0.10209195,0.006
older_80_89,3,0.07,0.08980941,0.10197699,0.006
older_80_89,3,0.08,0.090406425,0.10025745,0.006
older_80_89,3,0.09,0.08982716,0.09925115,0.006
older_80_89,3,0.1,0.089786366,0.098677,0.006
older_80_89,3,0.11,0.09134012,0.0966194,0.006
older_80_89,3,0.12,0.091681,0.09511464,0.006
older_80_89,3,0.13,0.09140345,0.09365901,0.006
older_80_89,3,0.14,0.09181084,0.092172034,0.006
older_80_89,3,0.15,0.090638846,0.09056669,0.006
older_80_89,3,0.16,0.090623096,0.08911707,0.006
older_80_89,3,0.17,0.09030612,0.08745798,0.006
older_80_89,3,0.18,0.09188414,0.08592823,0.006
older_80_89,3,0.19,0.09411753,0.08496458,0.006
older_80_89,3,0.2,0.09535298,0.084466934,0.006
older_80_89,3,0.21,0.09734688,0.08136443,0.006
older_80_89,3,0.22,0.099370874,0.078810364,0.006
older_80_89,3,0.23,0.099526376,0.077641666,0.006
older_80_89,3,0.24,0.10139111,0.076104894,0.006
older_80_89,3,0.25,0.10064297,0.075462975,0.006
older_80_89,3,0.26,0.10208309,0.074754626,0.006
older_80_89,3,0.27,0.10513465,0.07324876,0.006
older_80_89,3,0.28,0.10828953,0.07310776,0.006
older_80_89,3,0.29,0.111743994,0.073423795,0.006
older_80_89,3,0.3,0.112921834,0.07243983,0.006
older_80_89,3,0.31,0.11406575,0.07098018,0.006
older_80_89,3,0.32,0.11393152,0.070012696,0.006
older_80_89,3,0.33,0.1149838,0.068657346,0.006
older_80_89,3,0.34,0.11878982,0.06790305,0.006
older_80_89,3,0.35000000000000003,0.12166701,0.0667496,0.006
older_80_89,3,0.36,0.12102145,0.0661547,0.006
older_80_89,3,0.37,0.12185706,0.06502997,0.006
older_80_89,3,0.38,0.12460402,0.063951924,0.006
older_80_89,3,0.39,0.12771748,0.06292129,0.006
older_80_89,3,0.4,0.12782644,0.062879615,0.006
older_80_89,3,0.41000000000000003,0.12960869,0.06203294,0.006
older_80_89,3,0.42,0.13087732,0.061099667,0.006
older_80_89,3,0.43,0.13635327,0.061740056,0.006
older_80_89,3,0.44,0.13924856,0.061352033,0.006
older_80_89,3,0.45,0.13994502,0.06211967,0.006
older_80_89,3,0.46,0.14345306,0.06317351,0.006
older_80_89,3,0.47000000000000003,0.14792153,0.06396714,0.006
older_80_89,3,0.48,0.15158439,0.062493533,0.006
older_80_89,3,0.49,0.15217997,0.06191237,0.006
older_80_89,3,0.5,0.15511237,0.06276719,0.006
older_80_89,3,0.51,0.15970406,0.063041925,0.006
older_80_89,3,0.52,0.16123794,0.062106393,0.006
older_80_89,3,0.53,0.16758443,0.061675716,0.006
older_80_89,3,0.54,0.16837509,0.062082008,0.006
older_80_89,3,0.55,0.17136203,0.063538514,0.006
older_80_89,3,0.56,0.17738134,0.06452997,0.006
older_80_89,3,0.5700000000000001,0.18252054,0.06470145,0.006
older_80_89,3,0.58,0.18935424,0.06509957,0.006
older_80_89,3,0.59,0.19365327,0.06532002,0.006
older_80_89,3,0.6,0.19922583,0.06400593,0.006
older_80_89,3,0.61,0.2037561,0.06433078,0.006
older_80_89,3,0.62,0.2072781,0.064846165,0.006
older_80_89,3,0.63,0.21708457,0.065924816,0.006
older_80_89,3,0.64,0.22196862,0.06425948,0.006
older_80_89,3,0.65,0.22580372,0.06320814,0.006
older_80_89,3,0.66,0.2305315,0.0629531,0.006
older_80_89,3,0.67,0.23363365,0.062459834,0.006
older_80_89,3,0.68,0.23894776,0.062474314,0.006
older_80_89,3,0.6900000000000001,0.24408309,0.062650114,0.006
older_80_89,3,0.7000000000000001,0.25079584,0.06135955,0.006
older_80_89,3,0.71,0.2532586,0.061077822,0.006
older_80_89,3,0.72,0.25714356,0.061287116,0.006
older_80_89,3,0.73,0.26596624,0.06070141,0.006
older_80_89,3,0.74,0.27355877,0.061352912,0.006
older_80_89,3,0.75,0.2813519,0.06110314,0.006
older_80_89,3,0.76,0.2890821,0.060412187,0.006
older_80_89,3,0.77,0.2981159,0.06013377,0.006
older_80_89,3,0.78,0.29858577,0.059867095,0.006
older_80_89,3,0.79,0.29704645,0.059231814,0.006
older_80_89,4,0.0,0.097336985,0.10099759,0.006
older_80_89,4,0.01,0.094968855,0.10094097,0.006
older_80_89,4,0.02,0.0922923,0.10377291,0.006
older_80_89,4,0.03,0.09058098,0.10326829,0.006
older_80_89,4,0.04,0.08959252,0.102135465,0.006
older_80_89,4,0.05,0.0893133,0.10260858,0.006
older_80_89,4,0.06,0.0892684,0.101361066,0.006
older_80_89,4,0.07,0.08917574,0.09952885,0.006
older_80_89,4,0.08,0.08616339,0.09849408,0.006
older_80_89,4,0.09,0.085822605,0.09914797,0.006
older_80_89,4,0.1,0.08422695,0.09735919,0.006
older_80_89,4,0.11,0.0842091,0.094959304,0.006
older_80_89,4,0.12,0.08486928,0.0944346,0.006
older_80_89,4,0.13,0.08571081,0.09239883,0.006
older_80_89,4,0.14,0.086250715,0.09350662,0.006
older_80_89,4,0.15,0.08564554,0.09068198,0.006
older_80_89,4,0.16,0.08623035,0.08908596,0.006
older_80_89,4,0.17,0.08505387,0.087119065,0.006
older_80_89,4,0.18,0.085949756,0.0859433,0.006
older_80_89,4,0.19,0.088038385,0.08459436,0.006
older_80_89,4,0.2,0.08786315,0.08210539,0.006
older_80_89,4,0.21,0.087294556,0.080167234,0.006
older_80_89,4,0.22,0.089922994,0.078890294,0.006
older_80_89,4,0.23,0.09176233,0.07730528,0.006
older_80_89,4,0.24,0.09214895,0.07600062,0.006
older_80_89,4,0.25,0.09614686,0.073807605,0.006
older_80_89,4,0.26,0.09807206,0.072904505,0.006
older_80_89,4,0.27,0.10165058,0.072055615,0.006
older_80_89,4,0.28,0.102990255,0.071938254,0.006
older_80_89,4,0.29,0.10460661,0.07090893,0.006
older_80_89,4,0.3,0.10425559,0.07114227,0.006
older_80_89,4,0.31,0.10460162,0.07040176,0.006
older_80_89,4,0.32,0.10515344,0.070395716,0.006
older_80_89,4,0.33,0.104990356,0.07007721,0.006
older_80_89,4,0.34,0.10480727,0.06803506,0.006
older_80_89,4,0.35000000000000003,0.105575696,0.06877193,0.006
older_80_89,4,0.36,0.106281474,0.068895504,0.006
older_80_89,4,0.37,0.10780824,0.06854811,0.006
older_80_89,4,0.38,0.11083566,0.06780771,0.006
older_80_89,4,0.39,0.11295052,0.067245714,0.006
older_80_89,4,0.4,0.11671614,0.067378804,0.006
older_80_89,4,0.41000000000000003,0.119250774,0.06934608,0.006
older_80_89,4,0.42,0.122411855,0.067980304,0.006
older_80_89,4,0.43,0.12478741,0.06661132,0.006
older_80_89,4,0.44,0.12669875,0.066571005,0.006
older_80_89,4,0.45,0.12686054,0.06642741,0.006
older_80_89,4,0.46,0.13254645,0.06587518,0.006
older_80_89,4,0.47000000000000003,0.13532566,0.06701802,0.006
older_80_89,4,0.48,0.13703363,0.06746114,0.006
older_80_89,4,0.49,0.1394067,0.067060865,0.006
older_80_89,4,0.5,0.14290945,0.06645465,0.006
older_80_89,4,0.51,0.14584737,0.06652253,0.006
older_80_89,4,0.52,0.14866859,0.065854535,0.006
older_80_89,4,0.53,0.15108693,0.06495215,0.006
older_80_89,4,0.54,0.1555959,0.06466244,0.006
older_80_89,4,0.55,0.16171053,0.064896956,0.006
older_80_89,4,0.56,0.16203763,0.064900815,0.006
older_80_89,4,0.5700000000000001,0.16753352,0.06493815,0.006
older_80_89,4,0.58,0.17509179,0.06568527,0.006
older_80_89,4,0.59,0.18142001,0.06386397,0.006
older_80_89,4,0.6,0.18283707,0.062820405,0.006
older_80_89,4,0.61,0.1903393,0.06287628,0.006
older_80_89,4,0.62,0.19532253,0.06418621,0.006
older_80_89,4,0.63,0.20462462,0.06305065,0.006
older_80_89,4,0.64,0.20846412,0.0626938,0.006
older_80_89,4,0.65,0.21564499,0.064937495,0.006
older_80_89,4,0.66,0.22311446,0.06612029,0.006
older_80_89,4,0.67,0.22776455,0.06506556,0.006
older_80_89,4,0.68,0.2352606,0.066151924,0.006
older_80_89,4,0.6900000000000001,0.2425996,0.06528431,0.006
older_80_89,4,0.7000000000000001,0.25196356,0.06460482,0.006
older_80_89,4,0.71,0.2567808,0.063541554,0.006
older_80_89,4,0.72,0.26592767,0.06345988,0.006
older_80_89,4,0.73,0.27546898,0.06527435,0.006
older_80_89,4,0.74,0.2840975,0.06484327,0.006
older_80_89,4,0.75,0.28953803,0.06357539,0.006
older_80_89,4,0.76,0.2958334,0.06331134,0.006
older_80_89,4,0.77,0.30459994,0.061733533,0.006
older_80_89,4,0.78,0.30341604,0.05962096,0.006
older_80_89,4,0.79,0.30399936,0.05804924,0.006
older_80_89,5,0.0,0.09833497,0.10073958,0.006
older_80_89,5,0.01,0.096143275,0.09895182,0.006
older_80_89,5,0.02,0.093956396,0.099540584,0.006
older_80_89,5,0.03,0.09291507,0.10021339,0.006
older_80_89,5,0.04,0.09167185,0.09906668,0.006
older_80_89,5,0.05,0.09182544,0.09915731,0.006
older_80_89,5,0.06,0.09018226,0.09862683,0.006
older_80_89,5,0.07,0.08965618,0.09756996,0.006
older_80_89,5,0.08,0.08840293,0.09799665,0.006
older_80_89,5,0.09,0.090447694,0.09723942,0.006
older_80_89,5,0.1,0.09028959,0.095365435,0.006
older_80_89,5,0.11,0.09125215,0.09286173,0.006
older_80_89,5,0.12,0.09250113,0.09153634,0.006
older_80_89,5,0.13,0.091346994,0.08980827,0.006
older_80_89,5,0.14,0.09145462,0.08777331,0.006
older_80_89,5,0.15,0.09223355,0.086187206,0.006
older_80_89,5,0.16,0.09403801,0.08531311,0.006
older_80_89,5,0.17,0.096399516,0.08416121,0.006
older_80_89,5,0.18,0.09673426,0.08265448,0.006
older_80_89,5,0.19,0.095823765,0.08001956,0.006
older_80_89,5,0.2,0.09585036,0.079373665,0.006
older_80_89,5,0.21,0.099205725,0.07689471,0.006
older_80_89,5,0.22,0.099168204,0.075310975,0.006
older_80_89,5,0.23,0.101202704,0.075362764,0.006
older_80_89,5,0.24,0.100883596,0.07385628,0.006
older_80_89,5,0.25,0.10618192,0.072469406,0.006
older_80_89,5,0.26,0.108343676,0.07090868,0.006
older_80_89,5,0.27,0.109164864,0.07094652,0.006
older_80_89,5,0.28,0.11039793,0.06978749,0.006
older_80_89,5,0.29,0.112142466,0.06781016,0.006
older_80_89,5,0.3,0.11252808,0.06720994,0.006
older_80_89,5,0.31,0.11521522,0.065861315,0.006
older_80_89,5,0.32,0.11950919,0.0660012,0.006
older_80_89,5,0.33,0.12039573,0.06585908,0.006
older_80_89,5,0.34,0.12590112,0.065324984,0.006
older_80_89,5,0.35000000000000003,0.12847827,0.065580145,0.006
older_80_89,5,0.36,0.12978877,0.06588631,0.006
older_80_89,5,0.37,0.13034752,0.065279484,0.006
older_80_89,5,0.38,0.13396873,0.06589268,0.006
older_80_89,5,0.39,0.13637613,0.066134,0.006
older_80_89,5,0.4,0.13766474,0.06551895,0.006
older_80_89,5,0.41000000000000003,0.14270929,0.06501012,0.006
older_80_89,5,0.42,0.14668691,0.06483595,0.006
older_80_89,5,0.43,0.14993541,0.06443185,0.006
older_80_89,5,0.44,0.15526535,0.06382403,0.006
older_80_89,5,0.45,0.15890379,0.06300493,0.006
older_80_89,5,0.46,0.16641998,0.063694715,0.006
older_80_89,5,0.47000000000000003,0.16974212,0.06338134,0.006
older_80_89,5,0.48,0.17148872,0.064078234,0.006
older_80_89,5,0.49,0.17909813,0.062418386,0.006
older_80_89,5,0.5,0.18200277,0.06156897,0.006
older_80_89,5,0.51,0.1933283,0.060429804,0.006
older_80_89,5,0.52,0.19884203,0.060458936,0.006
older_80_89,5,0.53,0.1994457,0.059917253,0.006
older_80_89,5,0.54,0.20651981,0.059051678,0.006
older_80_89,5,0.55,0.20936319,0.058728024,0.006
older_80_89,5,0.56,0.21410185,0.05927831,0.006
older_80_89,5,0.5700000000000001,0.21843104,0.05814756,0.006
older_80_89,5,0.58,0.22043256,0.059189722,0.006
older_80_89,5,0.59,0.22749318,0.059825245,0.006
older_80_89,5,0.6,0.22866046,0.05945839,0.006
older_80_89,5,0.61,0.23036414,0.05967312,0.006
older_80_89,5,0.62,0.23558229,0.05932494,0.006
older_80_89,5,0.63,0.2419532,0.059305638,0.006
older_80_89,5,0.64,0.24786621,0.059485674,0.006
older_80_89,5,0.65,0.25010064,0.059089806,0.006
older_80_89,5,0.66,0.25672174,0.058109045,0.006
older_80_89,5,0.67,0.26134253,0.058725603,0.006
older_80_89,5,0.68,0.26931086,0.05789993,0.006
older_80_89,5,0.6900000000000001,0.27933103,0.058131736,0.006
older_80_89,5,0.7000000000000001,0.29011905,0.055911846,0.006
older_80_89,5,0.71,0.29752618,0.05502687,0.006
older_80_89,5,0.72,0.3055601,0.055501327,0.006
older_80_89,5,0.73,0.31283116,0.055656984,0.006
older_80_89,5,0.74,0.32099047,0.05587951,0.006
older_80_89,5,0.75,0.32754436,0.055276264,0.006
older_80_89,5,0.76,0.3399788,0.05385315,0.006
older_80_89,5,0.77,0.35198528,0.052927613,0.006
older_80_89,5,0.78,0.3519461,0.051261336,0.006
older_80_89,5,0.79,0.35242304,0.050486296,0.006
older_80_89,6,0.0,0.09925081,0.10009722,0.006
older_80_89,6,0.01,0.09740994,0.103334434,0.006
older_80_89,6,0.02,0.09758932,0.10291283,0.006
older_80_89,6,0.03,0.096815914,0.10202614,0.006
older_80_89,6,0.04,0.09511301,0.101805374,0.006
older_80_89,6,0.05,0.09420433,0.10068005,0.006
older_80_89,6,0.06,0.09245342,0.10004506,0.006
older_80_89,6,0.07,0.09182723,0.09838236,0.006
older_80_89,6,0.08,0.091873206,0.09826656,0.006
older_80_89,6,0.09,0.09451983,0.09596234,0.006
older_80_89,6,0.1,0.09526726,0.095443666,0.006
older_80_89,6,0.11,0.09473802,0.09612314,0.006
older_80_89,6,0.12,0.09500673,0.09621562,0.006
older_80_89,6,0.13,0.09408117,0.09442897,0.006
older_80_89,6,0.14,0.092479125,0.09211232,0.006
older_80_89,6,0.15,0.09241868,0.091854006,0.006
older_80_89,6,0.16,0.09150743,0.09004831,0.006
older_80_89,6,0.17,0.09127616,0.08761357,0.006
older_80_89,6,0.18,0.09082163,0.08630996,0.006
older_80_89,6,0.19,0.091753714,0.083572045,0.006
older_80_89,6,0.2,0.09074724,0.08235458,0.006
older_80_89,6,0.21,0.09131033,0.081384726,0.006
older_80_89,6,0.22,0.095734715,0.07924525,0.006
older_80_89,6,0.23,0.09765856,0.07897032,0.006
older_80_89,6,0.24,0.09762644,0.07821729,0.006
older_80_89,6,0.25,0.09898349,0.07707498,0.006
older_80_89,6,0.26,0.100560755,0.07547865,0.006
older_80_89,6,0.27,0.10319591,0.0734521,0.006
older_80_89,6,0.28,0.10296815,0.07330444,0.006
older_80_89,6,0.29,0.104630806,0.071406946,0.006
older_80_89,6,0.3,0.10597831,0.07016912,0.006
